page_id,url,level,macro,seed,intent_id,frame,question,stone,status,priority,decision,drive_folder
P-0112,/gemstones/aventurine/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-aventurine-affirmations,Instruction,Which affirmations suit Aventurine and how do I use them with the stone?,aventurine,new,P3,draft,6 Gemstone Sub-pages
P-0113,/gemstones/lepidolite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-lepidolite-how-to-cleanse,Instruction,How do I cleanse and recharge Lepidolite without damaging it?,lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0114,/gemstones/cats-eye/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-cats-eye-price-guide,Explanation,"How much does Cat's Eye cost, what drives its price, and how do I avoid overpaying?",cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0115,/gemstones/cats-eye/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-cats-eye-how-to-cleanse,Instruction,How do I cleanse and recharge Cat's Eye without damaging it?,cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0116,/gemstones/cats-eye/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-cats-eye-can-go-in-water,Explanation,"Can Cat's Eye go in water safely, and how should it be cleaned without damage?",cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0117,/gemstones/cats-eye/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-cats-eye-sleeping-with,Explanation,"Is it sensible to sleep with Cat's Eye under the pillow or by the bed, and how is it done?",cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0118,/gemstones/cats-eye/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-cats-eye-how-to-identify,Instruction,"How do I tell real Cat's Eye from fakes, glass, dyed or imitation material?",cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0119,/gemstones/cats-eye/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-cats-eye-combinations,Evaluation,"Which crystals pair well with Cat's Eye, for which goals, and which pairings to avoid?",cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0120,/gemstones/cats-eye/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-cats-eye-affirmations,Instruction,Which affirmations suit Cat's Eye and how do I use them with the stone?,cats-eye,new,P3,draft,6 Gemstone Sub-pages
P-0121,/gemstones/citrine/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-citrine-how-to-cleanse,Instruction,How do I cleanse and recharge Citrine without damaging it?,citrine,new,P3,draft,6 Gemstone Sub-pages
P-0122,/gemstones/citrine/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-citrine-sleeping-with,Explanation,"Is it sensible to sleep with Citrine under the pillow or by the bed, and how is it done?",citrine,new,P3,draft,6 Gemstone Sub-pages
P-0123,/gemstones/citrine/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-citrine-meaning,Explanation,"What does Citrine mean, what is it, and what is it traditionally used for?",citrine,new,P3,draft,6 Gemstone Sub-pages
P-0124,/gemstones/citrine/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-citrine-how-to-identify,Instruction,"How do I tell real Citrine from fakes, glass, dyed or imitation material?",citrine,new,P3,draft,6 Gemstone Sub-pages
P-0125,/gemstones/citrine/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-citrine-price-guide,Explanation,"How much does Citrine cost, what drives its price, and how do I avoid overpaying?",citrine,new,P3,draft,6 Gemstone Sub-pages
P-0126,/gemstones/citrine/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-citrine-combinations,Evaluation,"Which crystals pair well with Citrine, for which goals, and which pairings to avoid?",citrine,new,P3,draft,6 Gemstone Sub-pages
P-0127,/gemstones/citrine/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-citrine-affirmations,Instruction,Which affirmations suit Citrine and how do I use them with the stone?,citrine,new,P3,draft,6 Gemstone Sub-pages
P-0128,/gemstones/opal/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-opal-meaning,Explanation,"What does Opal mean, what is it, and what is it traditionally used for?",opal,new,P3,draft,6 Gemstone Sub-pages
P-0129,/gemstones/moldavite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-moldavite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Moldavite, and why (physical safety, tradition, astrology)?",moldavite,new,P3,draft,6 Gemstone Sub-pages
P-0130,/gemstones/moldavite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-moldavite-how-to-identify,Instruction,"How do I tell real Moldavite from fakes, glass, dyed or imitation material?",moldavite,new,P3,draft,6 Gemstone Sub-pages
P-0131,/gemstones/moldavite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-moldavite-price-guide,Explanation,"How much does Moldavite cost, what drives its price, and how do I avoid overpaying?",moldavite,new,P3,draft,6 Gemstone Sub-pages
P-0132,/gemstones/moldavite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-moldavite-combinations,Evaluation,"Which crystals pair well with Moldavite, for which goals, and which pairings to avoid?",moldavite,new,P3,draft,6 Gemstone Sub-pages
P-0133,/gemstones/moldavite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-moldavite-affirmations,Instruction,Which affirmations suit Moldavite and how do I use them with the stone?,moldavite,new,P3,draft,6 Gemstone Sub-pages
P-0134,/gemstones/opal/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-opal-how-to-cleanse,Instruction,How do I cleanse and recharge Opal without damaging it?,opal,new,P3,draft,6 Gemstone Sub-pages
P-0135,/gemstones/opal/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-opal-sleeping-with,Explanation,"Is it sensible to sleep with Opal under the pillow or by the bed, and how is it done?",opal,new,P3,draft,6 Gemstone Sub-pages
P-0136,/gemstones/opal/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-opal-how-to-identify,Instruction,"How do I tell real Opal from fakes, glass, dyed or imitation material?",opal,new,P3,draft,6 Gemstone Sub-pages
P-0137,/gemstones/opal/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-opal-price-guide,Explanation,"How much does Opal cost, what drives its price, and how do I avoid overpaying?",opal,new,P3,draft,6 Gemstone Sub-pages
P-0138,/gemstones/opal/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-opal-combinations,Evaluation,"Which crystals pair well with Opal, for which goals, and which pairings to avoid?",opal,new,P3,draft,6 Gemstone Sub-pages
P-0139,/gemstones/opal/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-opal-affirmations,Instruction,Which affirmations suit Opal and how do I use them with the stone?,opal,new,P3,draft,6 Gemstone Sub-pages
P-0140,/gemstones/howlite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-howlite-how-to-cleanse,Instruction,How do I cleanse and recharge Howlite without damaging it?,howlite,new,P3,draft,6 Gemstone Sub-pages
P-0141,/gemstones/moss-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-moss-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Moss Agate, and why (physical safety, tradition, astrology)?",moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0142,/gemstones/moss-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-moss-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Moss Agate without damaging it?,moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0143,/gemstones/moss-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-moss-agate-sleeping-with,Explanation,"Is it sensible to sleep with Moss Agate under the pillow or by the bed, and how is it done?",moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0144,/gemstones/moss-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-moss-agate-how-to-identify,Instruction,"How do I tell real Moss Agate from fakes, glass, dyed or imitation material?",moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0145,/gemstones/moss-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-moss-agate-price-guide,Explanation,"How much does Moss Agate cost, what drives its price, and how do I avoid overpaying?",moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0146,/gemstones/moss-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-moss-agate-combinations,Evaluation,"Which crystals pair well with Moss Agate, for which goals, and which pairings to avoid?",moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0147,/gemstones/moss-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-moss-agate-affirmations,Instruction,Which affirmations suit Moss Agate and how do I use them with the stone?,moss-agate,new,P3,draft,6 Gemstone Sub-pages
P-0148,/gemstones/obsidian/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-obsidian-meaning,Explanation,"What does Obsidian mean, what is it, and what is it traditionally used for?",obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0149,/gemstones/obsidian/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-obsidian-who-should-not-wear,Evaluation,"Who should be cautious about wearing Obsidian, and why (physical safety, tradition, astrology)?",obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0150,/gemstones/obsidian/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-obsidian-sleeping-with,Explanation,"Is it sensible to sleep with Obsidian under the pillow or by the bed, and how is it done?",obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0151,/gemstones/obsidian/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-obsidian-how-to-identify,Instruction,"How do I tell real Obsidian from fakes, glass, dyed or imitation material?",obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0152,/gemstones/obsidian/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-obsidian-price-guide,Explanation,"How much does Obsidian cost, what drives its price, and how do I avoid overpaying?",obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0153,/gemstones/obsidian/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-obsidian-combinations,Evaluation,"Which crystals pair well with Obsidian, for which goals, and which pairings to avoid?",obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0154,/gemstones/obsidian/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-obsidian-affirmations,Instruction,Which affirmations suit Obsidian and how do I use them with the stone?,obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0155,/gemstones/opalite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-opalite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Opalite, and why (physical safety, tradition, astrology)?",opalite,new,P3,draft,6 Gemstone Sub-pages
P-0156,/gemstones/opalite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-opalite-sleeping-with,Explanation,"Is it sensible to sleep with Opalite under the pillow or by the bed, and how is it done?",opalite,new,P3,draft,6 Gemstone Sub-pages
P-0157,/gemstones/opalite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-opalite-how-to-identify,Instruction,"How do I tell real Opalite from fakes, glass, dyed or imitation material?",opalite,new,P3,draft,6 Gemstone Sub-pages
P-0158,/gemstones/opalite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-opalite-price-guide,Explanation,"How much does Opalite cost, what drives its price, and how do I avoid overpaying?",opalite,new,P3,draft,6 Gemstone Sub-pages
P-0159,/gemstones/opalite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-opalite-combinations,Evaluation,"Which crystals pair well with Opalite, for which goals, and which pairings to avoid?",opalite,new,P3,draft,6 Gemstone Sub-pages
P-0160,/gemstones/opalite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-opalite-affirmations,Instruction,Which affirmations suit Opalite and how do I use them with the stone?,opalite,new,P3,draft,6 Gemstone Sub-pages
P-0161,/gemstones/moonstone/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-moonstone-who-should-not-wear,Evaluation,"Who should be cautious about wearing Moonstone, and why (physical safety, tradition, astrology)?",moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0162,/gemstones/moonstone/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-moonstone-how-to-cleanse,Instruction,How do I cleanse and recharge Moonstone without damaging it?,moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0163,/gemstones/moonstone/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-moonstone-sleeping-with,Explanation,"Is it sensible to sleep with Moonstone under the pillow or by the bed, and how is it done?",moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0164,/gemstones/moonstone/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-moonstone-how-to-identify,Instruction,"How do I tell real Moonstone from fakes, glass, dyed or imitation material?",moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0165,/gemstones/moonstone/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-moonstone-price-guide,Explanation,"How much does Moonstone cost, what drives its price, and how do I avoid overpaying?",moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0166,/gemstones/moonstone/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-moonstone-combinations,Evaluation,"Which crystals pair well with Moonstone, for which goals, and which pairings to avoid?",moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0167,/gemstones/moonstone/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-moonstone-affirmations,Instruction,Which affirmations suit Moonstone and how do I use them with the stone?,moonstone,new,P3,draft,6 Gemstone Sub-pages
P-0168,/gemstones/indian-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-indian-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Indian Agate, and why (physical safety, tradition, astrology)?",indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0169,/gemstones/indian-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-indian-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Indian Agate without damaging it?,indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0170,/gemstones/indian-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-indian-agate-can-go-in-water,Explanation,"Can Indian Agate go in water safely, and how should it be cleaned without damage?",indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0171,/gemstones/indian-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-indian-agate-sleeping-with,Explanation,"Is it sensible to sleep with Indian Agate under the pillow or by the bed, and how is it done?",indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0172,/gemstones/indian-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-indian-agate-how-to-identify,Instruction,"How do I tell real Indian Agate from fakes, glass, dyed or imitation material?",indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0173,/gemstones/indian-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-indian-agate-price-guide,Explanation,"How much does Indian Agate cost, what drives its price, and how do I avoid overpaying?",indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0174,/gemstones/indian-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-indian-agate-combinations,Evaluation,"Which crystals pair well with Indian Agate, for which goals, and which pairings to avoid?",indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0175,/gemstones/indian-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-indian-agate-affirmations,Instruction,Which affirmations suit Indian Agate and how do I use them with the stone?,indian-agate,new,P3,draft,6 Gemstone Sub-pages
P-0176,/gemstones/malachite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-malachite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Malachite, and why (physical safety, tradition, astrology)?",malachite,new,P3,draft,6 Gemstone Sub-pages
P-0177,/gemstones/malachite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-malachite-sleeping-with,Explanation,"Is it sensible to sleep with Malachite under the pillow or by the bed, and how is it done?",malachite,new,P3,draft,6 Gemstone Sub-pages
P-0178,/gemstones/malachite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-malachite-meaning,Explanation,"What does Malachite mean, what is it, and what is it traditionally used for?",malachite,new,P3,draft,6 Gemstone Sub-pages
P-0179,/gemstones/malachite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-malachite-how-to-identify,Instruction,"How do I tell real Malachite from fakes, glass, dyed or imitation material?",malachite,new,P3,draft,6 Gemstone Sub-pages
P-0180,/gemstones/malachite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-malachite-price-guide,Explanation,"How much does Malachite cost, what drives its price, and how do I avoid overpaying?",malachite,new,P3,draft,6 Gemstone Sub-pages
P-0181,/gemstones/malachite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-malachite-combinations,Evaluation,"Which crystals pair well with Malachite, for which goals, and which pairings to avoid?",malachite,new,P3,draft,6 Gemstone Sub-pages
P-0182,/gemstones/malachite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-malachite-affirmations,Instruction,Which affirmations suit Malachite and how do I use them with the stone?,malachite,new,P3,draft,6 Gemstone Sub-pages
P-0183,/gemstones/hematite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-hematite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Hematite, and why (physical safety, tradition, astrology)?",hematite,new,P3,draft,6 Gemstone Sub-pages
P-0184,/gemstones/hematite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-hematite-how-to-cleanse,Instruction,How do I cleanse and recharge Hematite without damaging it?,hematite,new,P3,draft,6 Gemstone Sub-pages
